word@stress
heart's@[[1]]
sees@[[1]]
damsel@[[1, 0]]
virtuous@[[1, 0, 0]]
round@[[1]]
wild@[[1]]
cheer@[[1]]
oft@[[1]]
lamb@[[1]]
firmer@[[1, 0]]
dints@[[0], [1]]
kept@[[1]]
jot@[[1]]
show@[[1]]
rash@[[1]]
quench@[[1]]
darts@[[1]]
better@[[1, 0]]
chace@[[1]]
avenge@[[0, 1]]
frame@[[1]]
none@[[1]]
league@[[1]]
defiled@[[0, 1, 0], [1, 0, 1]]
earth@[[1]]
homeward@[[1, 0]]
massacres@[[1, 0, 0]]
prince@[[1]]
thinks@[[1]]
prayer@[[1], [1, 0]]
face@[[1]]
skill@[[1]]
said@[[1]]
drossy@[[0, 1], [1, 0]]
might@[[1]]
spell@[[1]]
neither@[[1, 0]]
two@[[1]]
expire@[[0, 1]]
cunningly@[[0, 1, 0], [1, 0, 1]]
wings@[[1]]
fairer@[[1, 0]]
fill@[[1]]
fraught@[[1]]
worths@[[1]]
carefull@[[0, 1, 0], [1, 0, 1]]
thirst@[[1]]
wished@[[1]]
all@[[1]]
gives@[[1]]
relief@[[0, 1]]
winged@[[1]]
under@[[1, 0]]
thyself@[[0, 1], [1, 0]]
gentle@[[1, 0]]
'gainst@[[0], [1]]
cold@[[1]]
brightness@[[1, 0]]
cloud@[[1]]
frieseth@[[0, 1], [1, 0]]
unless@[[0, 1]]
stop@[[1]]
betokening@[[0, 1, 0, 1], [1, 0, 1, 0]]
gods@[[1]]
columbines@[[1, 0, 0.5]]
written@[[1, 0]]
cage@[[1]]
chaste@[[1]]
later@[[1, 0]]
raised@[[1]]
tried@[[1]]
lovely@[[1, 0]]
cheeks@[[1]]
bondage@[[1, 0]]
mourning@[[1, 0]]
sustain@[[0, 1]]
contain@[[0, 1]]
spills@[[1]]
witless@[[1, 0]]
drawen@[[0, 1], [1, 0]]
up@[[1]]
receive@[[0, 1]]
whom@[[1]]
haughty@[[1, 0]]
triumph@[[1, 0]]
dolphin@[[1, 0]]
match@[[1]]
plain@[[1]]
therein@[[0, 1]]
tread@[[1]]
panting@[[1, 0]]
catching@[[1, 0]]
signed@[[1]]
incessant@[[0, 1, 0]]
there@[[1]]
wretch's@[[0, 1], [1, 0]]
happy@[[1, 0]]
hand@[[1]]
comptroll@[[0, 1], [1, 0]]
increased@[[0, 1], [1, 0.5]]
repent@[[0, 1]]
love's@[[1]]
careless@[[1, 0]]
leach@[[1]]
lodging@[[1, 0]]
minute@[[1, 0], [0, 1]]
heal@[[1]]
appear@[[0, 1]]
jove@[[0, 1], [1, 0]]
endured@[[0, 1]]
void@[[1]]
surcease@[[0, 1, 0], [1, 0, 1]]
mote@[[1]]
because@[[0, 1], [0, 0]]
bond@[[1]]
thralled@[[0, 1], [1, 0]]
thrice@[[1]]
guide@[[1]]
smiling@[[1, 0]]
evening@[[1, 0]]
crew@[[1]]
loath@[[1]]
strongly@[[1, 0]]
congealed@[[0, 1]]
second@[[1, 0]]
says@[[1]]
blossom@[[1, 0]]
heart-thrilling@[[0, 1, 0, 1], [1, 0, 1, 0]]
depending@[[0, 1, 0]]
beast@[[1]]
kills@[[1]]
amazed@[[0, 1]]
boiling@[[1, 0]]
trumpet@[[1, 0]]
depart@[[0, 1]]
absence@[[1, 0]]
labour@[[1, 0.5], [1, 0]]
clean@[[1]]
weep@[[1]]
coming@[[1, 0]]
infusion@[[0, 1, 0]]
threatening@[[1, 0, 0], [1, 0]]
wend@[[1]]
perfect@[[0, 1], [1, 0.5]]
fashion@[[1, 0]]
unwarily@[[0, 1, 0, 1], [1, 0, 1, 0]]
sent@[[1]]
sudden@[[1, 0]]
visit@[[1, 0]]
fear@[[1]]
so-hot@[[0, 1, 0], [1, 0, 1]]
bar@[[1]]
tree@[[1]]
faithful@[[1, 0]]
burden@[[1, 0]]
are@[[1], [0]]
culver@[[1, 0]]
entire@[[0, 1, 0]]
saw@[[1]]
idol@[[1, 0]]
worlds@[[1]]
turn@[[1]]
mixed@[[1]]
pleasure@[[1, 0]]
goods@[[1]]
heavy@[[1, 0]]
ordained@[[0, 1]]
abhored@[[0, 1, 0], [1, 0, 1]]
brought@[[1]]
heares@[[0, 1], [1, 0]]
substance@[[1, 0]]
fullness@[[1, 0]]
bide@[[1]]
spite@[[1]]
thoughts@[[1]]
happiness@[[1, 0, 0]]
flatter@[[1, 0]]
thy@[[1]]
full@[[1]]
faults@[[1]]
drops@[[1]]
thereof@[[0.5, 1]]
trophies@[[1, 0]]
roses@[[1, 0]]
viper's@[[0, 1], [1, 0]]
saving@[[1, 0]]
new@[[1]]
sharp@[[1]]
shamed@[[1]]
with@[[1], [0]]
more@[[1]]
henceforth@[[1, 1]]
ended@[[1, 0]]
heretics@[[0, 1, 0], [1, 0, 1]]
light@[[1]]
loosely@[[1, 0]]
kindling@[[1, 0]]
heaven@[[1, 0]]
maid@[[1]]
rashly@[[0, 1], [1, 0]]
mean@[[1]]
persist@[[0, 1]]
wonderful@[[1, 0, 0]]
mile@[[1]]
accursed@[[0, 1, 0], [1, 0, 1]]
give@[[1]]
yourself@[[0, 1], [1, 0]]
unjustly@[[0, 1, 0]]
malady@[[1, 0, 0]]
will@[[1], [0]]
likewise@[[1, 0.5]]
lookers@[[1, 0]]
warn@[[1]]
condemned@[[0, 1]]
treason@[[1, 0]]
gotten@[[1, 0]]
blooded@[[1, 0]]
medicines@[[1, 0, 0]]
moan@[[1]]
stare@[[1]]
sorrows@[[1, 0]]
web@[[1]]
thunder@[[1, 0]]
warrior@[[1, 0, 0], [1, 0]]
danger@[[1, 0]]
sway@[[1]]
inquire@[[0, 1]]
faint@[[1]]
dwell@[[1]]
loyal@[[1, 0]]
worthless@[[1, 0]]
harden@[[1, 0]]
foolish@[[1, 0]]
found@[[1]]
insight@[[1, 0.5]]
rue@[[1]]
accept@[[0, 1]]
body@[[1, 0]]
shield@[[1]]
dilate@[[0, 1]]
mount@[[1]]
mate@[[1]]
holy@[[1, 0]]
compare@[[0, 1]]
upbrought@[[0, 1], [1, 0]]
feel@[[1]]
tipped@[[1]]
burn@[[1]]
precept@[[1, 0.5]]
goodly@[[1, 0]]
game@[[1]]
rhymes@[[1]]
abide@[[0, 1]]
little@[[1, 0]]
fulfilled@[[0, 1]]
priests@[[1]]
linger@[[1, 0]]
bark@[[1]]
build@[[1]]
sound@[[1]]
brook@[[1]]
blind@[[1]]
stone@[[1]]
tresses@[[1, 0]]
your@[[1]]
we@[[1]]
vain@[[1]]
lays@[[1]]
cherish@[[1, 0]]
shiny@[[1, 0]]
wit@[[1]]
comfortless@[[0, 1, 0], [1, 0, 1]]
remembrance@[[0, 1, 0]]
books@[[1]]
transform@[[0, 1], [1, 0]]
fed@[[1]]
through@[[1]]
merchants@[[1, 0]]
also@[[1, 0]]
immortally@[[0, 1, 0, 1], [1, 0, 1, 0]]
mavis@[[1, 0]]
decays@[[0, 1]]
night@[[1]]
dead-doing@[[0, 1, 0], [1, 0, 1]]
destroy@[[0, 1]]
adorned@[[0, 1]]
waving@[[1, 0]]
lot@[[1]]
thereunto@[[0, 1, 0], [1, 0, 1]]
displayed@[[0, 1]]
wounds@[[1]]
naught@[[1]]
complain@[[0, 1]]
chain@[[1]]
t'achieve@[[0, 1, 0], [1, 0, 1]]
enchased@[[0, 1, 0], [1, 0, 1]]
ever@[[1, 0]]
pained@[[1]]
languishing@[[1, 0, 0]]
lillies@[[0, 1], [1, 0]]
pain@[[1]]
lion@[[1, 0]]
fry@[[1]]
sorted@[[1, 0]]
out@[[1]]
thence@[[1]]
spend@[[1]]
melting@[[1, 0]]
turns@[[1]]
maketh@[[0, 1], [1, 0]]
everywhere@[[1, 0, 0.5]]
let@[[1]]
diversely@[[0, 1, 0, 1], [1, 0, 1, 0]]
breath@[[1]]
shall@[[1]]
stars@[[1]]
displace@[[0, 1]]
empress@[[1, 0]]
came@[[1]]
last@[[1]]
blend@[[1]]
music@[[1, 0]]
away@[[0, 1]]
relics@[[1, 0]]
mead@[[1]]
captive@[[1, 0]]
spectator@[[1, 0, 0]]
harrowed@[[0, 1, 0], [1, 0, 1]]
spider@[[1, 0]]
beauty@[[1, 0]]
langor@[[0, 1], [1, 0]]
languor@[[0, 1], [1, 0]]
pray@[[1]]
looks@[[1]]
say@[[1]]
never@[[1, 0]]
contentment@[[0, 1, 0]]
enfold@[[0, 1]]
decked@[[1]]
despight@[[0, 1], [1, 0]]
blest@[[1]]
late@[[1]]
valorous@[[0, 1, 0], [1, 0, 1]]
lo@[[1]]
teach@[[1]]
escaped@[[0, 1]]
flesh@[[1]]
thenceforth@[[0.5, 1]]
rich-laden@[[0, 1, 0, 1], [1, 0, 1, 0]]
hardness@[[1, 0]]
how@[[1]]
one@[[1]]
hinders@[[1, 0]]
cry@[[1]]
bloody@[[1, 0]]
closet@[[1, 0]]
newly@[[1, 0]]
can@[[1], [0]]
beguile@[[0, 1]]
frail@[[1]]
kiss@[[1]]
may@[[1]]
breed@[[1]]
tuneless@[[0, 1, 0], [1, 0, 1]]
malice@[[1, 0]]
amongst@[[0, 1]]
precious@[[1, 0]]
end@[[1]]
prove@[[1]]
crowned@[[1]]
led@[[1]]
looking@[[1, 0]]
itself@[[0, 1]]
calms@[[1]]
object@[[1, 0], [0, 1]]
back@[[1]]
lesson@[[1, 0]]
am@[[1], [1, 1]]
hair@[[1]]
ready@[[1, 0]]
grows@[[1]]
goodwill@[[1, 1]]
fondly@[[1, 0]]
attire@[[0, 1, 0]]
safe@[[1]]
run@[[1]]
then@[[1]]
sun@[[1]]
over@[[1, 0]]
gall@[[1]]
huntsman@[[1, 0]]
firmest@[[1, 0]]
await@[[0, 1]]
perfection@[[0, 1, 0]]
free@[[1]]
anew@[[0, 1]]
shoot@[[1]]
cruelness@[[0, 1], [1, 0]]
lowliness@[[0, 1, 0], [1, 0, 1]]
wearing@[[1, 0]]
bear@[[1]]
offend@[[0, 1]]
golden@[[1, 0]]
they@[[1]]
promise@[[1, 0]]
closely@[[1, 0]]
perils@[[1, 0]]
extermities@[[0, 1, 0, 1], [1, 0, 1, 0]]
simple@[[1, 0]]
world@[[1]]
spill@[[1]]
janus@[[1, 0]]
haste@[[1]]
pen@[[1]]
makest@[[0, 1], [1, 0]]
bough@[[1]]
threats@[[1]]
giving@[[1, 0]]
launched@[[1]]
posterity@[[0, 1, 0, 0]]
self-pleasing@[[0, 1, 0, 1], [1, 0, 1, 0]]
brazen@[[1, 0]]
thought's@[[0], [1]]
dreary@[[1, 0]]
wound@[[1]]
fleece@[[1]]
lives@[[1]]
bunch@[[1]]
arrow@[[1, 0]]
embrace@[[0, 1]]
good@[[1], [0]]
didst@[[0], [1]]
aid@[[1]]
heretofore@[[0.5, 0, 1]]
spiteful@[[1, 0]]
bound@[[1]]
rues@[[0], [1]]
dart@[[1]]
wicked@[[1, 0]]
descry@[[0, 1], [1, 0]]
chastity@[[1, 0, 0]]
hardy@[[1, 0]]
warried@[[0, 1], [1, 0]]
rears@[[1]]
captived@[[0, 1, 0], [1, 0, 1]]
dissolved@[[0, 1]]
furies@[[0, 1], [1, 0]]
conceive@[[0, 1]]
fawn@[[1]]
amazement@[[0, 1, 0]]
flower@[[1, 0]]
ere@[[1]]
flesh's@[[0], [1]]
lay@[[1]]
plague@[[1]]
erst@[[0], [1]]
wretches@[[0, 1], [1, 0]]
reward@[[0, 1]]
would@[[1]]
tiger@[[1, 0]]
languishment@[[0, 1, 0], [1, 0, 1]]
milder@[[1, 0]]
sprites@[[0, 1], [1, 0]]
assayed@[[0, 1, 0], [1, 0, 1]]
lordeth@[[0, 1], [1, 0]]
greatest@[[1, 0]]
glancing@[[1, 0]]
purer@[[1, 0]]
myself@[[0.5, 1]]
forelock@[[0, 1, 0], [1, 0, 1]]
yours@[[1], [0]]
were@[[0], [1]]
taketh@[[1, 0]]
set@[[1]]
mutual@[[1, 0, 0]]
treason's@[[0, 1], [1, 0]]
huge@[[1]]
spotless@[[1, 0]]
misdeem@[[0, 1], [1, 0]]
forth@[[1]]
glory@[[1, 0]]
fondness@[[1, 0]]
gold@[[1]]
lost@[[1]]
mildly@[[1, 0]]
wiped@[[1]]
sense@[[1]]
moly@[[1, 0]]
doing@[[1, 0]]
affections@[[0, 1, 0]]
queene@[[0, 1, 0], [1, 0, 1]]
mollify@[[1, 0, 0.5]]
heavens@[[1, 0]]
pardon@[[1, 0]]
blessed@[[1]]
gillyflowers@[[0, 1, 0, 1], [1, 0, 1, 0]]
memory@[[1, 0, 0]]
took@[[1]]
brood@[[1]]
knowing@[[1, 0]]
worthily@[[0, 1, 0], [1, 0, 1]]
eternity@[[0, 1, 0, 0]]
pearls@[[1]]
scourge@[[1]]
adders@[[0, 1], [1, 0]]
twixt@[[0], [1]]
deeds@[[1]]
doubt@[[1]]
thing@[[1]]
hands@[[1]]
nought@[[0], [1]]
wrath@[[1]]
field@[[1]]
amend@[[0, 1]]
sits@[[1]]
blossomed@[[1, 0]]
love-afamished@[[0, 1, 0, 1, 0, 1, 0], [1, 0, 1, 0, 1, 0, 1]]
sigh@[[1]]
bit@[[1]]
theatre@[[1, 0, 0]]
tide@[[1]]
verse@[[1]]
t'increase@[[0, 1, 0], [1, 0, 1]]
outworn@[[0, 1], [1, 0]]
stones@[[1]]
slept@[[1]]
fade@[[1]]
plaint@[[0], [1]]
accord@[[0, 1]]
even@[[1, 0]]
gladness@[[0, 1], [1, 0]]
penance@[[1, 0]]
hold@[[1]]
word@[[1]]
complained@[[0, 1]]
yet@[[1]]
after@[[1, 0]]
woman@[[1, 0]]
own@[[1]]
conspire@[[0, 1, 0]]
lend@[[1]]
anguish@[[1, 0]]
forepast@[[0, 1, 0], [1, 0, 1]]
bliss@[[1]]
coat-armor@[[0, 1, 0, 1], [1, 0, 1, 0]]
craft@[[1]]
alive@[[0, 1]]
save@[[1]]
thou@[[1]]
deny@[[0, 1]]
footstool@[[0, 1], [1, 0]]
but@[[1]]
point@[[1]]
next@[[1]]
disparagement@[[0, 1, 0, 1, 0], [1, 0, 1, 0, 1]]
way@[[1]]
hereafter@[[0, 1, 0]]
mournful@[[1, 0]]
entrap@[[0, 1]]
brings@[[1]]
lily@[[1, 0]]
fast@[[1]]
us@[[1], [1, 1]]
hour@[[1, 0], [1]]
vows@[[1]]
lacked@[[1]]
complement@[[1, 0, 0]]
vouchsafe@[[0, 1], [1, 0]]
faileth@[[0, 1], [1, 0]]
meek@[[1]]
told@[[1]]
ruinate@[[0, 1, 0], [1, 0, 1]]
ambush@[[1, 0.5]]
unkind@[[0, 1]]
strength@[[1]]
worshipped@[[1, 0]]
nipples@[[1, 0]]
beauty's@[[0, 1], [1, 0]]
shore@[[1]]
sphere@[[1]]
ensue@[[0, 1]]
jasmines@[[0, 1, 0], [1, 0, 1]]
comfort@[[1, 0]]
great@[[1]]
atalanta@[[0.5, 0, 1, 0]]
duty@[[1, 0]]
account@[[0, 1]]
losing@[[1, 0]]
early@[[1, 0]]
so@[[1]]
reighneth@[[0, 1], [1, 0]]
dispise@[[0, 1, 0], [1, 0, 1]]
ornaments@[[1, 0, 0]]
eyelid@[[1, 0.5]]
harder@[[1, 0]]
proudly@[[1, 0]]
bless@[[1]]
virtue@[[1, 0]]
food@[[1]]
temple@[[1, 0]]
begins@[[0, 1]]
'scaped@[[0], [1]]
honor@[[1, 0]]
quod@[[0], [1]]
deep@[[1]]
part@[[1]]
riches@[[1, 0]]
thereto@[[0, 1, 0], [1, 0, 1]]
sounded@[[1, 0]]
spun@[[1]]
sith@[[0], [1]]
pensiveness@[[0, 1, 0, 1], [1, 0, 1, 0]]
sovereign@[[1, 0]]
nothing@[[1, 0]]
faedry@[[0, 1], [1, 0]]
misseth@[[0, 1], [1, 0]]
dying@[[1, 0]]
brows@[[1]]
sight@[[1]]
budded@[[0, 1], [1, 0]]
looser@[[1, 0]]
bale@[[1]]
fish@[[1]]
and@[[0], [1]]
askew@[[0, 1]]
nature's@[[1, 0]]
respect@[[0, 1]]
prepare@[[0, 1]]
image@[[1, 0]]
trump@[[1]]
tradefull@[[0, 1, 0], [1, 0, 1]]
until@[[0, 1]]
bands@[[1]]
rest@[[1]]
garden@[[1, 0]]
embrew@[[0, 1], [1, 0]]
wander@[[1, 0]]
daughter@[[1, 0]]
embase@[[0, 1, 0], [1, 0, 1]]
dare@[[1]]
thee@[[1]]
whylest@[[0, 1], [1, 0]]
forces@[[1, 0]]
orpheus@[[1, 0, 0]]
visnomy@[[0, 1, 0], [1, 0, 1]]
repair@[[0, 1]]
worse@[[1]]
contains@[[0, 1]]
amearst@[[0, 1], [1, 0]]
images@[[1, 0, 0]]
foul@[[1]]
fields@[[1]]
bring@[[1]]
degree@[[0, 1]]
red@[[1]]
spray@[[1]]
enur'd@[[0, 1], [1, 0]]
loves@[[1]]
fragrant@[[1, 0]]
alone@[[0, 1]]
lead@[[1]]
regard@[[0, 1]]
seems@[[1]]
applied@[[0, 1]]
upon@[[0, 1]]
forty@[[1, 0]]
rind@[[1]]
feet@[[1]]
persueth@[[0, 1], [1, 0]]
pervert@[[1, 0], [0, 1]]
rain@[[1]]
tender@[[1, 0]]
doff@[[1]]
leaf@[[1]]
den@[[1]]
ire@[[1]]
warlike@[[1, 0.5]]
debased@[[0, 1]]
senseless@[[1, 0]]
dimmed@[[1]]
monuments@[[1, 0, 0]]
teeth@[[1]]
proud@[[1]]
wasted@[[1, 0]]
mercy@[[1, 0]]
sundry@[[1, 0]]
broom-flower@[[0, 1, 0, 1], [1, 0, 1, 0]]
faith@[[1]]
think@[[1]]
draws@[[1]]
willful@[[1, 0]]
madness@[[1, 0]]
mould@[[1]]
helice@[[1, 0]]
thrown@[[1]]
ulysses@[[0, 1, 0]]
wishing@[[1, 0]]
dear@[[1]]
vowed@[[1]]
worth@[[1]]
makes@[[1]]
being@[[1, 0]]
pour@[[1]]
sweat@[[1]]
hew@[[1]]
standeth@[[0, 1], [1, 0]]
mind@[[1]]
obey@[[0, 1]]
bellamores@[[0, 1, 0, 1], [1, 0, 1, 0]]
appease@[[0, 1]]
fervent@[[1, 0]]
shrill@[[1]]
relenting@[[0, 1, 0]]
glad@[[1]]
t'accuse@[[0, 1, 0], [1, 0, 1]]
calling@[[1, 0]]
eke@[[1]]
port@[[1]]
floor@[[1]]
state@[[1]]
flames@[[1]]
winter's@[[1, 0]]
sweetly@[[1, 0]]
paragon@[[1, 0, 0.5]]
ambrosial@[[0, 1, 0]]
begin@[[0, 1]]
constrain@[[0, 1]]
honour@[[0, 1], [1, 0]]
circle's@[[1, 0]]
rough@[[1]]
three@[[1]]
lurk@[[1]]
past@[[1]]
flint@[[1]]
should@[[1]]
savage@[[1, 0]]
sacrifice@[[1, 0, 0.5]]
continuance@[[0, 1, 0, 0]]
others@[[1, 0]]
ways@[[1]]
guests@[[1]]
deadly@[[1, 0]]
against@[[0, 1]]
fair@[[1]]
noise@[[1]]
disdain@[[0, 1]]
cunning@[[1, 0]]
carry@[[1, 0]]
spreads@[[1]]
true@[[1]]
expressed@[[0, 1]]
chase@[[1]]
dead@[[1]]
supposeth@[[0, 1, 0], [1, 0, 1]]
footing@[[1, 0]]
enroll@[[0, 1]]
dearer@[[1, 0]]
note@[[1]]
badge@[[1]]
root@[[1]]
wont@[[1]]
disdainful@[[0, 1, 0]]
unclean@[[0, 1]]
of@[[1], [0]]
tongue@[[1]]
cuckoo@[[1, 0.5]]
smile@[[1]]
wrecks@[[1]]
pining@[[1, 0]]
clogged@[[1]]
physicians@[[0, 1, 0]]
attain@[[0, 1]]
maker's@[[1, 0]]
awake@[[0, 1]]
on@[[1]]
womb@[[1]]
pencil@[[1, 0]]
thrall@[[1]]
strange@[[1]]
unmoved@[[0, 1]]
drooping@[[1, 0]]
deriv'd@[[0, 1], [1, 0]]
thought@[[1]]
bad@[[1]]
flowers@[[1, 0]]
dismay@[[0, 1]]
which@[[1]]
tyranny@[[1, 0, 0]]
sacred@[[1, 0]]
morning@[[1, 0]]
whenas@[[0, 1], [1, 0]]
go@[[1]]
smart@[[1]]
things@[[1]]
been@[[1], [0]]
flits@[[0], [1]]
constant@[[1, 0]]
bosom@[[1, 0]]
angelic@[[0.5, 1, 0]]
enbrew@[[0, 1], [1, 0]]
dross@[[1]]
address@[[1, 0.5], [0, 1]]
deign@[[1]]
derived@[[0, 1]]
read@[[1]]
rudely@[[1, 0]]
neck@[[1]]
inure@[[0, 1]]
hundred@[[1, 0]]
summer's@[[1, 0]]
nectar@[[1, 0]]
apples@[[1, 0]]
beams@[[1]]
taste@[[1]]
resembling@[[0, 1, 0, 0], [0, 1, 0]]
rose@[[1]]
strong@[[1]]
therefore@[[1, 0.5]]
finishing@[[1, 0, 0]]
admired@[[0, 1, 0]]
endite@[[0, 1, 0], [1, 0, 1]]
long@[[1]]
when@[[1]]
arion@[[0, 1], [1, 0]]
lies@[[1]]
greediness@[[0, 1, 0], [1, 0, 1]]
fortune@[[1, 0]]
harbour@[[1, 0]]
spark@[[1]]
sing@[[1]]
stoures@[[0, 1], [1, 0]]
eglantine@[[1, 0, 0.5]]
passion@[[1, 0]]
bold@[[1]]
glide@[[1]]
endless@[[1, 0]]
exiled@[[1, 0.5]]
praise@[[1]]
gate@[[1]]
she@[[1]]
expressing@[[0, 1, 0]]
live@[[1]]
safety@[[1, 0]]
best@[[1]]
jewel@[[1, 0], [1]]
aswagement@[[0, 1, 0, 1], [1, 0, 1, 0]]
space@[[1]]
priefe@[[0, 1], [1, 0]]
affects@[[0, 1]]
only@[[1, 0]]
dishonor@[[0, 1, 0]]
shined@[[1]]
grant@[[1]]
bait@[[1]]
spare@[[1]]
saint@[[1]]
sithens@[[0, 1], [1, 0]]
choir@[[1, 0]]
songs@[[1]]
